dnu,numax,eps,d02,alpha,env_height,env_width,mode_width,teff,bp_rp
1.2304875891017752,2.3504195354133923,1.3436837996813693,0.3458925491120284,-2.8262214709002937,1.5852365200590735,1.21079700390688,-0.8182039679143451,3.669658354007523,1.3031125705225617
1.230611481738942,2.351794596383942,1.3397880832765454,0.34672913521774745,-2.713466009704487,1.5553534640054112,1.2294546684083014,-0.8101407061373062,3.6836434033506515,1.305870519591474
1.2305157595784781,2.351252168564052,1.3428691283315426,0.3446338241650127,-2.808545311317244,1.5568113529472474,1.2418412239706365,-0.8223722613134632,3.665729637330428,1.324965069268329
1.230701692182582,2.351321433699083,1.3373815586470907,0.3463191853515582,-2.787813817826845,1.5955070395447863,1.220089919188007,-0.8245780756973999,3.6898160905189323,1.3357854380104643
1.230558137779482,2.3520788996678723,1.341911777428347,0.3459353597554386,-2.941052280816898,1.6075153802761737,1.2244938965946766,-0.8331996096525984,3.6809335978007414,1.3280178614189042
1.2306459733422972,2.3518097891030654,1.3389611096325529,0.3439333641410635,-2.865243955722626,1.55865645595832,1.2296293213832004,-0.805797912013039,3.6834917664618114,1.2069818043893448
1.2304840366708354,2.3501788113906947,1.3439926896848313,0.3455047510137099,-2.842428063953317,1.5688510968345108,1.2087580494681092,-0.8147897299142755,3.6912193033262133,1.243286369727778
1.2304703591652455,2.350941340465543,1.3442816068009047,0.34581248795590724,-2.8717648912361144,1.594368686793582,1.2084212788272555,-0.81873440168514,3.683280274023412,1.25333202972964
1.2305569702852521,2.350984513558318,1.3416545202758399,0.34569508749009437,-2.784743173758982,1.5517098542090728,1.23012307794861,-0.8015021260950226,3.6884272830826603,1.240407404893095
1.2306675473757462,2.351189613034729,1.3384877071381889,0.34360904660790026,-2.8509270459387412,1.5202888514988508,1.2303187433369687,-0.7896219471949819,3.686233074896216,1.2037937728142152
1.2306767734379342,2.350873897784783,1.3380916102920568,0.34478696593526176,-2.8337139967536635,1.567250087862917,1.220698688361185,-0.8071818397946444,3.689367318296514,1.3066018287560546
1.2305466983977855,2.352178406058944,1.342318316655946,0.345680096630971,-2.8888316773189913,1.5566711461754268,1.221482662244439,-0.808326861959513,3.6802595828901685,1.2396498977598625
1.2305825523740515,2.350559973608258,1.3411383387560705,0.34640914175056897,-2.8295971221157705,1.5543967455397596,1.215737727483645,-0.7949471885669446,3.6896522121483453,1.238648746274542
1.2305932630078438,2.351770099072343,1.340839954599698,0.3455191925344785,-2.86814535588317,1.579038686471245,1.2253609540717734,-0.8202028738193381,3.6978906287041076,1.3743451198932202
